,Unnamed: 0,Company,TypeName,Inches,Ram,OpSys,Weight,Price,processor_speed,processor_series,cpu_brand,full_hd,touchscreen,panel_type,screen_width,screen_height,gpu_brand,gpu_series,gpu_model,ssd_gb,hdd_gb,is_flash_storage
358,369,HP,Ultrabook,14.0,8,Windows 10,1,93240,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
359,370,Asus,2 in 1 Convertible,15.6,12,Windows 10,2,58555,2.7,Core i7,Intel,1,1,0,1920,1080,Nvidia,GeForce GT,940MX,512,0,0
360,371,Acer,Notebook,15.6,4,Windows 10,2,22697,3.0,A9-Series 9420,AMD,0,0,0,1366,768,AMD,Radeon R5,R5,128,0,0
361,372,Asus,Gaming,17.3,16,Windows 10,3,117163,3.0,Ryzen 1700,AMD,1,0,1,1920,1080,AMD,Radeon RX,580,256,1024,0
362,373,Lenovo,Notebook,17.3,4,Windows 10,3,26054,2.2,A8-Series 7410,AMD,0,0,0,1600,900,AMD,Radeon R5,R5,128,0,0
363,374,Dell,2 in 1 Convertible,13.3,8,Windows 10,2,46301,1.8,Core i7,Intel,1,1,0,1920,1080,Intel,UHD Graphics,620,256,0,0
364,375,HP,Notebook,15.6,4,Windows 10,2,26053,3.0,A9-Series 9420,AMD,1,0,0,1920,1080,AMD,Radeon R5,R5,256,0,0
365,376,Lenovo,Netbook,11.6,4,Windows 10,2,29464,1.1,Celeron Quad,Intel,0,0,1,1366,768,Intel,HD Graphics,500,128,0,0
366,377,Dell,Notebook,15.6,4,Windows 10,2,16464,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,400,0,0,0
367,378,Asus,Notebook,14.0,4,Windows 10,2,15238,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,1
368,379,Acer,Notebook,15.6,8,Linux,2,45075,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
369,380,HP,Gaming,17.3,8,Windows 10,3,63456,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050,128,1024,0
370,381,Lenovo,Notebook,15.6,4,No OS,2,21498,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,128,0,0
371,382,Asus,Gaming,15.6,8,Windows 10,2,88178,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,128,1024,0
372,383,Lenovo,Notebook,14.0,8,Windows 10,2,58555,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce 940MX,940MX,256,0,0
373,384,Asus,Ultrabook,13.3,16,Windows 10,1,93181,2.7,Core i7,Intel,1,1,0,1920,1080,Intel,HD Graphics,620,512,0,0
374,385,Lenovo,Ultrabook,14.0,8,Windows 10,1,121585,2.7,Core i7,Intel,0,0,1,2560,1440,Intel,HD Graphics,620,512,0,0
375,386,Lenovo,Notebook,13.3,4,Windows 10,2,29251,2.4,Core i3,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,128,0,0
376,387,Dell,Workstation,15.6,8,Windows 10,2,72940,2.6,Core i5,Intel,1,0,0,1920,1080,AMD,FirePro W5130M,W5130M,0,0,0
377,388,Dell,Workstation,15.6,8,Windows 10,2,113753,2.7,Core i7,Intel,1,0,1,1920,1080,Nvidia,Quadro M1200,M1200,256,0,0
378,389,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1,133680,2.7,Core i7,Intel,0,1,0,2560,1440,Intel,HD Graphics,620,512,0,0
379,390,Asus,Gaming,17.3,8,Windows 10,3,55358,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
380,391,Asus,Gaming,17.3,16,Windows 10,3,84768,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,256,1024,0
381,392,Acer,Notebook,15.6,12,Windows 10,2,36976,1.6,Core i5,Intel,0,0,1,1366,768,Nvidia,GeForce MX130,MX130,0,1024,0
382,393,MSI,Gaming,17.3,8,Windows 10,3,71875,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,256,0,0
383,394,Dell,Notebook,15.6,8,Linux,2,41498,2.7,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon R7,M445,256,0,0
384,395,HP,Ultrabook,15.6,4,Windows 10,2,26587,3.0,A9-Series 9420,AMD,1,0,0,1920,1080,AMD,Radeon 520,520,256,0,0
385,396,Lenovo,Notebook,15.6,8,Windows 10,2,65511,1.8,Core i7,Intel,1,0,1,1920,1080,AMD,Radeon RX,550,256,0,0
386,397,Lenovo,Notebook,14.0,8,Windows 10,2,49977,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
387,398,Dell,Workstation,15.6,8,Windows 10,2,144495,2.8,Core i7,Intel,0,1,0,3840,2160,Nvidia,Quadro M1200,M1200,256,0,0
388,399,Lenovo,Ultrabook,14.0,16,Windows 10,1,139860,2.7,Core i7,Intel,0,0,1,2560,1440,Intel,HD Graphics,620,1,0,0
389,400,Lenovo,Notebook,15.6,4,Windows 10,2,16304,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,1024,0
390,401,Asus,Gaming,17.3,16,Windows 10,3,81465,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,1024,0
391,402,Lenovo,Notebook,25.6,8,Windows 10,2,60979,1.6,Core i5,Intel,1,0,1,1920,1080,AMD,Radeon RX,550,256,1024,0
392,403,Acer,Notebook,15.6,8,Linux,3,46833,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
393,404,MSI,Gaming,17.3,16,Windows 10,3,119827,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1070,256,1024,0
394,405,Asus,Ultrabook,14.0,8,Windows 10,1,99793,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,512,0,0
395,406,Toshiba,Ultrabook,13.3,16,Windows 10,1,93080,2.5,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,512,0,0
396,407,Dell,Ultrabook,14.0,8,Windows 10,1,89510,2.8,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,,512,0,0
397,408,Lenovo,Notebook,35.6,4,Windows 10,2,21792,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,0,0,0
398,409,Lenovo,Notebook,11.6,2,Windows 10,1,16221,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,1
399,410,Lenovo,Workstation,15.6,8,Windows 10,3,102564,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,Quadro M1200,M1200,512,0,0
400,411,Lenovo,Ultrabook,14.0,8,Windows 10,2,103523,2.8,Core i7,Intel,1,0,1,2560,1440,Nvidia,GeForce GT,940MX,512,0,0
401,412,HP,Notebook,15.6,4,Windows 10,2,24988,2.0,Core i3,Intel,1,0,0,1920,1080,AMD,Radeon 520,520,0,1024,0
402,413,Acer,2 in 1 Convertible,13.3,8,Windows 10,2,42038,2.5,Core i7,Intel,1,1,1,1920,1080,Intel,HD Graphics,520,256,0,0
403,414,Asus,2 in 1 Convertible,13.3,8,Windows 10,1,49444,2.5,Core i5,Intel,1,1,1,1920,1080,Intel,HD Graphics,620,256,0,0
404,415,Dell,Notebook,15.6,4,Linux,2,31909,2.5,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon R5,M430,256,0,0
405,416,Dell,Notebook,13.3,4,Windows 10,2,36710,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,128,0,0
406,417,HP,Ultrabook,14.0,8,Windows 10,1,79920,2.5,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,256,0,0
407,418,Dell,Notebook,15.6,8,Windows 10,2,28769,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,1024,0
408,419,Lenovo,Ultrabook,14.0,8,Windows 10,2,64755,1.8,Core i7,Intel,1,0,1,1920,1080,AMD,Radeon RX,550,256,0,0
409,420,Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2,101179,2.8,Core i7,Intel,0,1,1,3840,2160,Nvidia,GeForce GTX,1050,512,0,0
410,421,Chuwi,Notebook,12.3,6,Windows 10,1,23923,1.1,Celeron Quad,Intel,0,0,1,2736,1824,Intel,HD Graphics,500,0,0,1
411,422,HP,Notebook,15.6,8,Windows 10,2,76031,2.9,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,630,256,0,0
412,423,Asus,Notebook,35.6,8,Linux,2,31808,2.4,Core i3,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,0,1024,0
413,424,Dell,Gaming,27.3,16,Windows 10,4,149131,2.9,Core i7,Intel,0,0,1,2560,1440,Nvidia,GeForce GTX,1070,256,1024,0
414,425,Dell,Gaming,15.6,8,Windows 10,3,61752,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,Ti,128,1024,0
415,426,Dell,Notebook,15.6,8,Windows 10,2,60867,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,256,0,0
416,427,Dell,Ultrabook,14.0,8,Linux,2,58555,2.8,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
417,428,HP,Gaming,17.3,12,Windows 10,3,106507,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1070,256,1024,0
418,429,Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1,15931,1.1,Celeron Dual,Intel,1,1,1,1920,1080,Intel,HD Graphics,500,32,0,0
419,430,Samsung,Netbook,11.6,4,Chrome OS,1,14332,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,400,0,0,1
420,431,Lenovo,Notebook,13.3,8,Windows 10,1,53813,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
421,432,Lenovo,Notebook,14.0,4,Windows 10,2,31915,2.7,Core i3,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,128,0,0
422,433,Lenovo,Workstation,15.6,16,Windows 10,2,130270,2.8,Core i7,Intel,0,0,1,3840,2160,Nvidia,GeForce 940MX,940MX,512,0,0
423,434,Lenovo,Notebook,15.6,16,Windows 10,3,130483,2.9,Core i7,Intel,1,0,0,1920,1080,Nvidia,Quadro M2200M,M2200M,512,0,0
424,435,Asus,Gaming,17.3,8,Windows 10,3,90310,3.2,Ryzen 1600,AMD,1,0,0,1920,1080,AMD,Radeon RX,580,256,1024,0
425,436,HP,Notebook,15.6,4,Windows 10,2,18488,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,400,0,0,0
426,437,Google,Ultrabook,12.3,16,Chrome OS,1,117163,1.3,Core i7,Intel,0,1,0,2400,1600,Intel,HD Graphics,615,512,0,0
427,438,Lenovo,Ultrabook,24.0,24,Windows 10,1,126913,2.7,Core i7,Intel,0,0,0,2560,1440,Intel,HD Graphics,620,512,0,0
428,439,Asus,Notebook,15.6,4,Linux,2,29784,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
429,440,Lenovo,Notebook,17.3,8,Windows 10,3,27652,2.5,A6-Series 9220,AMD,0,0,0,1600,900,AMD,Radeon R4,R4,0,1024,0
430,441,Dell,Notebook,15.6,4,Windows 10,2,39907,1.6,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,256,0,0
431,442,Lenovo,Ultrabook,12.5,8,Windows 10,1,76137,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
432,443,Lenovo,Notebook,15.6,4,Windows 10,2,18595,1.1,Pentium Quad,Intel,1,0,0,1920,1080,Intel,HD Graphics,505,128,0,0
433,444,HP,Gaming,15.6,8,Windows 10,2,58555,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050,128,1024,0
434,445,Dell,Notebook,14.0,8,Windows 10,2,62817,2.8,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,930MX,256,0,0
435,446,Acer,Notebook,15.6,4,Linux,2,23539,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,0,0
436,447,Dell,Workstation,15.6,8,Windows 10,2,106187,3.0,Xeon E3-1505M,Intel,1,0,0,1920,1080,Nvidia,Quadro M620,M620,0,1024,0
437,448,MSI,Gaming,15.6,8,Windows 10,2,54758,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
438,449,Microsoft,Ultrabook,13.5,16,Windows 10 S,1,137942,2.5,Core i7,Intel,0,1,0,2256,1504,Intel,Iris Plus,640,512,0,0
439,450,HP,Notebook,15.6,8,Windows 10,2,31382,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,128,0,0
440,451,Dell,Workstation,15.6,16,Windows 10,2,105228,2.7,Core i7,Intel,1,0,1,1920,1080,Nvidia,Quadro M620,M620,256,0,0
441,452,HP,Workstation,15.6,8,Windows 10,2,81732,2.9,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,512,0,0
442,453,Lenovo,Notebook,14.0,8,Windows 10,2,71662,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
443,454,Dell,Notebook,15.6,8,Windows 10,2,52161,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,128,1024,0
444,455,Dell,2 in 1 Convertible,11.6,4,Windows 10,1,25521,1.6,Pentium Quad,Intel,0,1,0,1366,768,Intel,HD Graphics,405,0,0,0
445,456,Dell,Notebook,17.3,8,Windows 10,4,109011,2.7,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,0,1024,0
446,457,Microsoft,Ultrabook,13.5,4,Windows 10 S,1,52694,2.2,Core M,Intel,0,1,0,2256,1504,Intel,HD Graphics,615,128,0,0
447,458,Microsoft,Ultrabook,33.5,8,Windows 10 S,1,95851,2.5,Core i7,Intel,0,1,0,2256,1504,Intel,Iris Plus,640,256,0,0
448,459,HP,Notebook,17.3,8,Windows 10,3,34094,2.0,Core i3,Intel,0,0,0,1600,900,Intel,HD Graphics,520,256,0,0
449,460,Acer,Notebook,15.6,4,Windows 10,2,28984,2.0,Core i3,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,0,1024,0
450,461,Acer,Netbook,11.6,4,Windows 10,1,23177,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,400,128,0,0
451,462,Asus,Notebook,15.6,8,Windows 10,2,39907,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,1024,0
452,463,Lenovo,Notebook,14.0,8,No OS,2,42571,2.7,Core i7,Intel,1,0,1,1920,1080,AMD,Radeon R7,M460,512,0,0
453,464,Lenovo,Notebook,15.6,8,Windows 10,3,111355,2.9,Core i7,Intel,1,0,0,1920,1080,Nvidia,Quadro M2200M,M2200M,256,0,0
454,465,Asus,Notebook,15.6,4,Windows 10,2,16197,1.1,Pentium Quad,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,0
455,466,Acer,Notebook,15.6,4,Windows 10,2,24988,2.0,Core i3,Intel,0,0,0,1366,768,Nvidia,GeForce GTX,940MX,0,0,0
456,467,Dell,Notebook,15.6,8,Windows 10,2,40440,1.6,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,0,0,0
457,468,HP,Gaming,17.3,12,Windows 10,4,90523,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,0,1024,0
458,469,Lenovo,Ultrabook,14.0,12,Windows 10,1,98994,2.6,Core i7,Intel,0,0,1,2560,1440,Intel,HD Graphics,520,256,0,0
459,470,HP,2 in 1 Convertible,13.3,8,Windows 10,1,106507,1.8,Core i7,Intel,0,1,1,3840,2160,Intel,UHD Graphics,620,512,0,0
460,471,HP,Notebook,15.6,8,Windows 10,2,61485,2.5,Core i5,Intel,1,0,0,1920,1080,AMD,FirePro W4190M,,0,0,0
461,472,Google,Ultrabook,12.3,8,Chrome OS,1,67932,1.2,Core i5,Intel,0,1,0,2400,1600,Intel,HD Graphics,615,128,0,0
462,473,Dell,Ultrabook,13.3,8,Windows 10,1,98134,1.6,Core i5,Intel,1,1,0,1920,1080,Intel,UHD Graphics,620,256,0,0
463,474,Asus,Notebook,15.6,12,Windows 10,2,69211,2.6,Core i7,Intel,0,0,1,3840,2160,Intel,HD Graphics,530,128,1024,0
464,475,Dell,Notebook,14.0,8,Windows 10,2,39427,2.3,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,128,0,0
465,477,Lenovo,Notebook,14.0,8,Windows 10,2,72674,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,180,0,0
466,479,Toshiba,Notebook,13.3,8,Windows 10,1,89084,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
467,480,Dell,Notebook,15.6,8,Windows 10,2,67239,1.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce 940MX,940MX,512,0,0
468,481,Dell,Notebook,15.6,4,Windows 10,2,31254,2.4,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,1024,0
469,482,HP,Notebook,13.3,4,Windows 10,1,38681,1.6,Core i5,Intel,1,0,1,1920,1080,Intel,UHD Graphics,620,128,0,0
470,483,Chuwi,Notebook,15.6,4,Windows 10,2,13261,1.4,Atom x5-Z8350,Intel,1,0,0,1920,1080,Intel,HD Graphics,,0,0,1
471,484,Lenovo,Notebook,15.6,4,Windows 10,2,30103,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,128,0,0
472,485,Lenovo,Notebook,14.0,8,Windows 10,2,55891,1.6,Core i5,Intel,1,0,1,1920,1080,Intel,UHD Graphics,620,256,0,0
473,486,Dell,Workstation,15.6,16,Windows 10,2,124569,2.7,Core i7,Intel,1,0,1,1920,1080,Nvidia,Quadro M620,M620,512,0,0
474,487,Dell,Notebook,15.6,16,Windows 10,2,101179,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,512,0,0
475,488,Lenovo,Ultrabook,12.5,16,Windows 10,1,95797,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,512,0,0
476,489,Asus,Ultrabook,12.5,16,Windows 10,1,103896,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,512,0,0
477,490,Lenovo,Notebook,15.6,8,Windows 10,2,53919,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce 940MX,940MX,256,0,0
478,491,Toshiba,Ultrabook,13.3,32,Windows 10,1,149131,2.7,Core i7,Intel,1,1,0,1920,1080,Intel,HD Graphics,620,512,0,0
479,492,Asus,Gaming,15.6,8,Windows 10,2,71928,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,128,1024,0
480,493,Acer,Notebook,15.6,8,Windows 10,2,30849,2.5,A10-Series 9620P,AMD,0,0,0,1366,768,AMD,Radeon RX,540,0,1024,0
481,494,Asus,Gaming,17.3,24,Windows 10,4,67612,2.6,Core i7,Intel,1,1,1,1920,1080,Nvidia,GeForce GTX,965M,256,1024,0
482,495,Lenovo,Ultrabook,12.5,8,Windows 10,1,58555,2.3,Core i5,Intel,0,0,1,1366,768,Intel,HD Graphics,520,180,0,0
483,496,Lenovo,Notebook,15.6,8,Windows 10,2,47893,1.8,Core i7,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
484,497,HP,Notebook,14.0,8,Windows 10,1,93187,2.8,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,1,0,0
485,498,Lenovo,Notebook,13.3,8,Windows 10,1,50563,2.4,Core i3,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
486,499,Lenovo,Notebook,15.6,8,Windows 10,2,48538,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
487,500,Asus,Netbook,11.6,4,Windows 10 S,1,18115,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,1
488,501,HP,Notebook,15.6,8,Windows 10,2,32980,2.5,Core i5,Intel,0,0,0,1366,768,AMD,Radeon 520,520,256,0,0
489,502,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1,85195,1.6,Core i5,Intel,1,1,1,1920,1080,Intel,UHD Graphics,620,256,0,0
490,503,Lenovo,Notebook,14.0,4,Windows 10,2,15931,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,0
491,504,Lenovo,Netbook,11.6,4,Chrome OS,1,14119,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,400,16,0,0
492,505,Lenovo,Notebook,13.3,8,Windows 10,1,50563,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
493,506,Asus,Notebook,15.6,8,Windows 10,2,65215,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,1024,0
494,507,Acer,Notebook,15.6,4,Windows 10,2,32661,1.6,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce MX150,MX150,0,1024,0
495,508,HP,Ultrabook,13.3,8,Windows 10,1,70489,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,512,0,0
496,509,Lenovo,Gaming,15.6,8,No OS,2,61219,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,256,1024,0
497,510,Dell,Ultrabook,13.3,8,Windows 10,1,47899,2.5,Core i5,Intel,1,1,1,1920,1080,Intel,HD Graphics,620,128,0,0
498,511,Acer,Notebook,15.6,4,Windows 10,2,34046,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,0,0,0
499,512,Dell,Notebook,15.6,8,Windows 10,2,44542,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,1024,0
500,513,Dell,Notebook,15.6,16,Windows 10,2,64961,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,256,0,0
501,514,Xiaomi,Notebook,15.6,16,No OS,2,74589,1.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce MX150,MX150,256,0,0
502,515,Asus,Netbook,11.6,2,Windows 10,1,13054,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,1
503,516,HP,Notebook,15.6,4,Windows 10,2,27784,1.6,Core i5,Intel,0,1,0,1366,768,Intel,UHD Graphics,620,0,1024,0
504,517,Asus,Gaming,15.6,24,Windows 10,2,158135,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX1080,GTX1080,512,0,0
505,518,HP,Notebook,15.6,8,Windows 10,2,47366,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,930MX,256,0,0
506,519,Asus,Gaming,17.3,16,Windows 10,3,80133,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX1050,Ti,256,1024,0
507,520,Lenovo,Gaming,15.6,8,Windows 10,3,74539,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,256,1024,0
508,521,HP,Ultrabook,13.3,8,Windows 10,1,74539,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
509,522,Dell,Notebook,14.0,8,Windows 10,2,68184,2.6,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
510,523,HP,Notebook,15.6,4,Windows 10,2,36710,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,128,0,0
511,524,Dell,Notebook,17.3,8,Linux,3,47366,1.6,Core i5,Intel,1,0,1,1920,1080,AMD,Radeon 530,530,128,1024,0
512,525,Lenovo,Notebook,24.0,8,Windows 7,2,71395,2.3,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,256,0,0
513,526,Lenovo,Notebook,15.6,4,Windows 10,2,42571,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 920MX,920MX,0,1024,0
514,527,Lenovo,Notebook,15.6,8,No OS,2,24456,2.0,Core i3,Intel,0,0,0,1366,768,Nvidia,GeForce 920MX,,0,0,0
515,528,Dell,Notebook,15.6,4,Windows 10,2,31169,2.5,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon R5,M430,0,0,0
516,529,Dell,Notebook,15.6,8,Windows 10,2,73367,2.8,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
517,530,Dell,Gaming,17.3,16,Windows 10,4,160520,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1070,128,1024,0
518,531,Toshiba,Notebook,15.6,8,Windows 10,2,45821,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,0,0,0
519,532,Asus,Notebook,15.6,8,Windows 10,2,69211,2.7,Core i7,Intel,0,0,1,3840,2160,Nvidia,GeForce GTX,960M,256,1024,0
520,533,Mediacom,Notebook,13.3,4,Windows 10,1,19660,1.1,Celeron Quad,Intel,1,0,1,1920,1080,Intel,HD Graphics,500,32,0,0
521,534,Asus,Gaming,15.6,8,Windows 10,2,87859,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,128,1024,0
522,535,Dell,Notebook,15.6,8,Windows 10,2,72940,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,930MX,256,0,0
523,536,Dell,Notebook,15.6,8,Windows 10,2,42486,1.6,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,256,0,0
524,537,HP,Notebook,15.6,4,Windows 10,2,21258,1.6,Pentium Quad,Intel,1,0,0,1920,1080,Intel,HD Graphics,405,256,0,0
525,538,HP,Gaming,17.3,12,Windows 10,3,95851,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1060,0,1024,0
526,539,Lenovo,Notebook,14.0,8,Windows 10,2,45768,2.7,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce 940MX,940MX,256,0,0
527,540,Dell,Ultrabook,13.3,8,Windows 10,1,74539,1.8,Core i7,Intel,0,1,0,3200,1800,Intel,UHD Graphics,620,256,0,0
528,541,Dell,Notebook,14.0,4,Windows 10,2,39207,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,128,0,0
529,542,HP,Ultrabook,13.3,8,Windows 10,1,61006,2.7,Core i7,Intel,0,0,1,3200,1800,Intel,HD Graphics,620,256,0,0
530,543,Acer,Gaming,15.6,8,Linux,2,42517,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
531,544,Asus,Notebook,15.6,4,Windows 10,2,18595,1.8,E-Series 7110,AMD,0,0,0,1366,768,AMD,Radeon R2,,0,0,0
532,545,HP,Notebook,15.6,4,Windows 10,2,37589,2.4,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,128,0,0
533,546,Lenovo,Notebook,14.0,4,Windows 10,2,41825,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,0,0
534,547,Lenovo,Notebook,15.6,4,No OS,2,24634,2.3,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,0,1024,0
535,548,HP,Notebook,15.6,4,Windows 10,2,21152,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,0,0,0
536,549,Lenovo,Notebook,15.6,8,Windows 10,2,92121,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,512,0,0
